0	0	0.53	0.53	0.47	0.47	0	0	0	0	0	0
0	0	0.43	0.43	0.57	0.57	0	0	0	0	0	0
0	0	0.23	0.23	0.77	0.77	0	0	0	0	0	0
0	0	0	0	0.47	0.47	0.53	0.53	0	0	0	0
0	0	0	0	0.15	0.15	0.85	0.85	0	0	0	0
0	0	0.1	0.25	0.35	0.65	0.25	0.4	0	0	0	0
0	0	0	0	0.08	0.08	0.92	0.92	0	0	0	0
0	0	0	0	0	0	0.98	0.98	0.02	0.02	0	0
0	0	0	0	0	0	0.72	0.72	0.28	0.28	0	0
0	0	0	0	0	0	0.64	0.64	0.3	0.42	0	0
0	0	0	0	0	0	0.49	0.49	0.51	0.51	0	0
0	0	0	0	0	0	0.47	0.47	0.53	0.53	0	0
0	0	0	0	0	0	0.44	0.44	0.56	0.56	0	0
0	0	0	0	0	0	0.4	0.4	0.6	0.6	0	0
0	0	0	0	0	0	0.4	0.4	0.6	0.6	0	0
0	0	0	0	0	0	0.39	0.39	0.61	0.61	0	0
0	0	0	0	0	0	0.31	0.31	0.61	0.78	0	0
0	0	0	0	0	0	0.03	0.03	0.97	0.97	0	0
0	0	0	0	0	0	0	0	0.7	0.7	0.3	0.3
0	0	0	0	0	0	0	0	0.03	0.03	0.97	0.97
