0	0	0.7	0.8	0.25	0.25	0	0	0	0	0	0
0	0	0.56	0.56	0.44	0.44	0	0	0	0	0	0
0	0	0.43	0.43	0.57	0.57	0	0	0	0	0	0
0	0	0.29	0.29	0.71	0.71	0	0	0	0	0	0
0	0	0.25	0.25	0.75	0.75	0	0	0	0	0	0
0	0	0.15	0.15	0.85	0.85	0	0	0	0	0	0
0	0	0.1	0.1	0.8	1	0	0	0	0	0	0
0	0	0.07	0.07	0.93	0.93	0	0	0	0	0	0
0	0	0.06	0.06	0.94	0.94	0	0	0	0	0	0
0	0	0	0	0.48	0.48	0.52	0.52	0	0	0	0
0	0	0	0	0.47	0.47	0.53	0.53	0	0	0	0
0	0	0	0	0.38	0.38	0.62	0.62	0	0	0	0
0	0	0	0	0.15	0.3	0.35	0.7	0.2	0.4	0	0
0	0	0	0	0.14	0.14	0.86	0.86	0	0	0	0
0	0	0	0	0.14	0.14	0.86	0.86	0	0	0	0
0	0	0	0	0	0	0.5	0.58	0.46	0.46	0	0
0	0	0	0	0	0	0.37	0.37	0.63	0.63	0	0
0	0	0	0	0	0	0.32	0.32	0.68	0.68	0	0
0	0	0	0	0	0	0.1	0.1	0.9	0.9	0	0
0	0	0	0	0	0	0.06	0.06	0.94	0.94	0	0
