0	0	0	0	0.33	0.33	0.67	0.67	0	0	0	0
0	0	0	0	0.3	0.34	0.68	0.68	0	0	0	0
0	0	0	0	0	0	0.48	0.48	0.52	0.52	0	0
0	0	0	0	0	0	0.33	0.33	0.67	0.67	0	0
0	0	0	0	0	0	0.26	0.26	0.74	0.74	0	0
0	0	0	0	0	0	0.2	0.2	0.8	0.8	0	0
0	0	0	0	0	0	0.3	0.4	0.45	0.6	0.15	0.2
0	0	0	0	0	0	0.03	0.03	0.97	0.97	0	0
0	0	0	0	0	0	0.03	0.03	0.97	0.97	0	0
0	0	0	0	0	0	0	0	0.94	0.94	0.06	0.06
0	0	0	0	0	0	0	0	0.91	0.91	0.09	0.09
0	0	0	0	0	0	0	0	0.82	0.93	0.13	0.13
0	0	0	0	0	0	0	0	0.84	0.84	0.16	0.16
0	0	0	0	0	0	0	0	0.83	0.83	0.17	0.17
0	0	0	0	0	0	0	0	0.64	0.64	0.36	0.36
0	0	0	0	0	0	0	0	0.63	0.63	0.37	0.37
0	0	0	0	0	0	0	0	0.48	0.48	0.52	0.52
0	0	0	0	0	0	0	0	0.25	0.25	0.75	0.75
0	0	0	0	0	0	0	0	0.22	0.22	0.78	0.78
0	0	0	0	0	0	0	0	0.19	0.19	0.81	0.81
