1.4715 	13.7722 	56.3599 	2.5279 	2.9145 	2.4174 	2.3492 	0.9266 	0.9130 	1.5828 	0.9311 	0.9998 	0.7715 
1.5697 	15.3222 	56.9644 	3.2554 	4.3523 	4.1045 	2.9846 	0.9309 	0.9612 	1.6910 	1.0107 	1.0065 	0.8644 
1.7661 	16.9961 	57.8023 	3.6037 	4.4045 	4.5735 	3.6114 	0.9419 	0.9871 	1.8959 	1.0128 	1.0455 	0.8682 
2.5335 	17.9717 	58.4008 	3.8086 	4.7472 	4.5770 	3.6999 	1.0083 	1.0754 	2.0345 	1.0853 	1.1201 	0.9100 
2.8461 	18.0711 	58.8827 	4.0595 	5.1074 	4.6261 	3.8137 	1.0147 	1.0870 	2.1964 	1.0929 	1.1280 	1.2260 
2.8791 	18.0719 	58.9132 	4.3611 	5.2181 	4.7098 	4.4352 	1.0222 	1.0973 	2.2412 	1.1588 	1.1465 	1.3059 
2.9205 	18.2175 	59.0022 	4.3656 	5.5123 	4.7526 	4.4424 	1.0281 	1.1235 	2.3446 	1.2504 	1.5077 	1.3240 
3.0209 	18.3818 	59.7893 	4.5185 	5.6192 	4.9119 	4.4635 	1.1184 	1.5306 	2.6131 	1.3073 	1.5854 	1.3482 
3.2819 	18.8812 	60.3459 	4.5997 	5.6428 	4.9315 	4.4886 	1.1308 	1.6257 	2.6740 	1.5730 	1.7461 	1.6141 
3.3642 	21.1554 	62.0634 	4.8277 	5.8262 	4.9388 	4.5781 	1.1405 	1.6681 	2.7590 	1.6332 	1.7883 	2.0572 
3.5128 	21.4176 	62.0787 	5.2028 	5.8465 	4.9833 	4.7751 	1.8039 	1.7565 	2.8910 	1.7711 	1.8939 	2.0631 
3.5292 	22.1624 	62.4595 	5.4136 	6.1465 	5.1825 	4.8364 	2.0014 	1.7759 	2.9120 	2.1131 	1.9955 	2.0910 
3.5638 	22.9369 	63.1098 	5.4394 	6.4314 	5.3293 	5.3482 	2.1633 	2.1674 	3.2160 	2.1134 	2.0909 	2.2544 
3.5969 	23.2470 	63.8293 	5.7053 	6.4936 	5.5962 	5.6190 	2.1674 	2.2271 	3.5011 	2.1848 	2.1104 	2.4001 
3.5988 	23.4122 	65.4220 	5.7610 	6.5244 	5.7488 	5.7794 	2.3694 	2.2374 	3.5324 	2.2170 	2.1307 	2.4602 
3.6080 	23.6988 	66.3292 	6.1297 	6.6521 	5.7822 	5.7833 	2.8918 	2.2718 	3.5533 	2.3650 	2.3143 	2.5241 
3.6950 	24.1331 	68.6932 	6.1702 	7.1770 	5.8614 	6.0671 	3.3588 	2.3048 	4.1840 	2.3708 	2.5465 	2.8808 
3.9735 	24.2563 	68.7184 	6.2456 	7.1866 	6.0394 	6.1318 	3.4717 	2.3774 	4.3170 	2.6376 	3.5838 	2.9051 
4.2971 	25.1647 	75.3095 	6.4786 	7.7593 	6.2861 	6.2757 	3.6435 	3.3996 	4.4192 	2.7384 	3.8768 	2.9910 
4.9714 	25.2100 	75.5259 	7.5260 	8.4381 	6.6476 	6.5175 	3.8666 	3.4134 	5.4414 	3.4334 	4.3832 	3.1406 
