1.2468 	14.7920 	50.1692 	1.2001 	2.3940 	2.0214 	1.9098 	0.9163 	0.9151 	1.5604 	1.1148 	0.9937 	0.7755 
1.4364 	14.9284 	51.5604 	1.3202 	2.6515 	2.3002 	2.0835 	0.9967 	1.0201 	1.8394 	1.1165 	1.0122 	0.7931 
1.5726 	15.0314 	51.9601 	1.3520 	2.7634 	2.7516 	2.0839 	1.0117 	1.4257 	1.8550 	1.2170 	1.0223 	0.8407 
1.7093 	16.8680 	53.1177 	1.4142 	2.9103 	2.9519 	2.1559 	1.0267 	1.7282 	1.9067 	1.4283 	1.0418 	0.8591 
1.7464 	17.5155 	54.1223 	1.4223 	3.1922 	2.9967 	2.5960 	1.0409 	1.7290 	1.9806 	1.5802 	1.0624 	0.9197 
1.8511 	17.6658 	54.3015 	1.6406 	3.3070 	3.0160 	2.6105 	1.0436 	1.9565 	2.0441 	1.7501 	1.1143 	0.9231 
1.9036 	17.8587 	55.5094 	1.6612 	3.3748 	3.1795 	2.6926 	1.0546 	1.9878 	2.6544 	1.8653 	1.1333 	0.9589 
1.9270 	18.2073 	56.6267 	1.7627 	3.4690 	3.2557 	2.8262 	1.0737 	2.1286 	3.0369 	1.9344 	1.1414 	1.0372 
1.9441 	18.4029 	56.7201 	1.8134 	3.7091 	3.3733 	3.0982 	1.1399 	2.3891 	3.2708 	1.9492 	1.1574 	1.0869 
2.5206 	18.4789 	56.7900 	2.0751 	4.0808 	3.4452 	3.1822 	1.1459 	2.4271 	3.2724 	1.9610 	1.9245 	1.2106 
2.5340 	19.2354 	57.1242 	2.1705 	4.1567 	3.4631 	3.3751 	1.1932 	2.6359 	3.3597 	2.0756 	1.9429 	1.3240 
2.6202 	19.3521 	58.2100 	2.1966 	4.4407 	3.7621 	3.6095 	1.3564 	2.6509 	3.3808 	2.1125 	1.9875 	1.5979 
2.6597 	20.4986 	58.3445 	2.5306 	4.4826 	3.7936 	3.7839 	1.5855 	2.8237 	3.5938 	2.1444 	2.0726 	1.7291 
2.8555 	21.4090 	58.5332 	2.6081 	4.6884 	3.7984 	4.1079 	2.1151 	2.9958 	3.9299 	2.3071 	2.0794 	1.7360 
2.8642 	21.7047 	59.2147 	3.0812 	4.7437 	3.8460 	4.2654 	2.4643 	3.2333 	3.9670 	2.3223 	2.6551 	1.7865 
3.4582 	25.0136 	62.7881 	3.2063 	4.8177 	4.2328 	4.3024 	2.5481 	3.4874 	4.1821 	2.6133 	2.7371 	2.1038 
3.6313 	25.0382 	63.5204 	3.8697 	5.1071 	4.2680 	4.3262 	2.7668 	3.8662 	4.1969 	2.6463 	2.7849 	2.3068 
3.6777 	25.1141 	65.0537 	3.9302 	5.5849 	4.3323 	4.6390 	3.0299 	4.1481 	4.2299 	2.6527 	2.9313 	2.5277 
3.9001 	25.1955 	67.6283 	4.2001 	5.8563 	5.0999 	4.7277 	3.5147 	4.1993 	4.3040 	2.6529 	3.0820 	2.6243 
3.9410 	26.5500 	68.7054 	4.5451 	6.2698 	6.1123 	5.6238 	4.9760 	4.2522 	5.4350 	4.5561 	4.1237 	2.8592 
